ID,Days,Vessel,VesselType,Year,Month,Day,Date,DayOfWeek,Latitude,Longitude,Slaves embarked,Slaves died on coast,Slaves began MP,Slaves disembarked,Slaves alive,Slave men deaths,Slave women deaths,Total slave adult deaths,Slave boy deaths,Slave girl deaths,Total slave child deaths,Slave deaths of unkown gender and age,Total slave deaths,Slave births,Archive,Document
1447,25,Vrouwe_Johanna_Cores_C,Frigate,1767,12,4,17671204,Friday,1.15,1.9833,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1448,26,Vrouwe_Johanna_Cores_C,Frigate,1767,12,5,17671205,Saturday,0.85,1.25,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1449,27,Vrouwe_Johanna_Cores_C,Frigate,1767,12,6,17671206,Sunday,0.8333,0.65,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1450,28,Vrouwe_Johanna_Cores_C,Frigate,1767,12,7,17671207,Monday,1.1167,-0.2,,,,,,,1,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1451,29,Vrouwe_Johanna_Cores_C,Frigate,1767,12,8,17671208,Tuesday,1.2333,0.2667,,,,,,,,,,1,1,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1452,30,Vrouwe_Johanna_Cores_C,Frigate,1767,12,9,17671209,Wednesday,1.3167,0.8667,,,,,,,1,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1453,31,Vrouwe_Johanna_Cores_C,Frigate,1767,12,10,17671210,Thursday,1.2,1.5167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1454,32,Vrouwe_Johanna_Cores_C,Frigate,1767,12,11,17671211,Friday,0.9667,2.15,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1455,33,Vrouwe_Johanna_Cores_C,Frigate,1767,12,12,17671212,Saturday,0.8833,2.85,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1456,34,Vrouwe_Johanna_Cores_C,Frigate,1767,12,13,17671213,Sunday,0.7667,2.8167,,,,,,,1,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1457,35,Vrouwe_Johanna_Cores_C,Frigate,1767,12,14,17671214,Monday,0.6167,3.0667,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1458,36,Vrouwe_Johanna_Cores_C,Frigate,1767,12,15,17671215,Tuesday,0,2.85,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1459,37,Vrouwe_Johanna_Cores_C,Frigate,1767,12,16,17671216,Wednesday,-0.2333,3.5667,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1460,38,Vrouwe_Johanna_Cores_C,Frigate,1767,12,17,17671217,Thursday,-0.55,4.5833,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1461,39,Vrouwe_Johanna_Cores_C,Frigate,1767,12,18,17671218,Friday,-0.4667,4.6,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1462,40,Vrouwe_Johanna_Cores_C,Frigate,1767,12,19,17671219,Saturday,-0.3833,5.15,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1463,41,Vrouwe_Johanna_Cores_C,Frigate,1767,12,20,17671220,Sunday,-0.2833,4.5667,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1464,42,Vrouwe_Johanna_Cores_C,Frigate,1767,12,21,17671221,Monday,-0.3667,3.85,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1465,43,Vrouwe_Johanna_Cores_C,Frigate,1767,12,22,17671222,Tuesday,-0.5333,3.8833,,,,,,,1,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1466,44,Vrouwe_Johanna_Cores_C,Frigate,1767,12,23,17671223,Wednesday,-0.7167,3.8833,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1467,45,Vrouwe_Johanna_Cores_C,Frigate,1767,12,24,17671224,Thursday,-0.8333,4.2167,,,,,,,1,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1468,46,Vrouwe_Johanna_Cores_C,Frigate,1767,12,25,17671225,Friday,-0.8,3.5333,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1469,47,Vrouwe_Johanna_Cores_C,Frigate,1767,12,26,17671226,Saturday,-0.9667,2.6833,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1470,48,Vrouwe_Johanna_Cores_C,Frigate,1767,12,27,17671227,Sunday,-0.95,2.1833,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1471,49,Vrouwe_Johanna_Cores_C,Frigate,1767,12,28,17671228,Monday,-0.9833,1.4167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1472,50,Vrouwe_Johanna_Cores_C,Frigate,1767,12,29,17671229,Tuesday,-1.15,0.5,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1473,51,Vrouwe_Johanna_Cores_C,Frigate,1767,12,30,17671230,Wednesday,-1.3833,-0.7167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1474,52,Vrouwe_Johanna_Cores_C,Frigate,1767,12,31,17671231,Thursday,-1.5833,-2.15,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1475,53,Vrouwe_Johanna_Cores_C,Frigate,1768,1,1,17680101,Friday,-1.7667,-3.32,,,,,,1,1,2,,,,,2,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1476,54,Vrouwe_Johanna_Cores_C,Frigate,1768,1,2,17680102,Saturday,-2.05,-4.6,,,,,,,1,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1477,55,Vrouwe_Johanna_Cores_C,Frigate,1768,1,3,17680103,Sunday,-2.3833,-6.07,,,,,,,1,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1478,56,Vrouwe_Johanna_Cores_C,Frigate,1768,1,4,17680104,Monday,-2.6833,-8.29,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1479,57,Vrouwe_Johanna_Cores_C,Frigate,1768,1,5,17680105,Tuesday,-2.6,-10.65,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1480,58,Vrouwe_Johanna_Cores_C,Frigate,1768,1,6,17680106,Wednesday,-2.7167,-12.74,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1481,59,Vrouwe_Johanna_Cores_C,Frigate,1768,1,7,17680107,Thursday,-2.6667,-14.6,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1482,60,Vrouwe_Johanna_Cores_C,Frigate,1768,1,8,17680108,Friday,-2.55,-16.75,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1483,61,Vrouwe_Johanna_Cores_C,Frigate,1768,1,9,17680109,Saturday,-2.7167,-18.81,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1484,62,Vrouwe_Johanna_Cores_C,Frigate,1768,1,10,17680110,Sunday,-2.85,-20.5,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1485,63,Vrouwe_Johanna_Cores_C,Frigate,1768,1,11,17680111,Monday,-2.7833,-22.66,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1486,64,Vrouwe_Johanna_Cores_C,Frigate,1768,1,12,17680112,Tuesday,-2.7675,-24.1589,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1487,65,Vrouwe_Johanna_Cores_C,Frigate,1768,1,13,17680113,Wednesday,-2.85,-25.65,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1488,66,Vrouwe_Johanna_Cores_C,Frigate,1768,1,14,17680114,Thursday,-2.9333,-27.5,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1489,67,Vrouwe_Johanna_Cores_C,Frigate,1768,1,15,17680115,Friday,-2.9,-29.26,,,,,,1,1,2,,,,,2,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1490,68,Vrouwe_Johanna_Cores_C,Frigate,1768,1,16,17680116,Saturday,-2.7,-30.9,,,,,,,,,1,,1,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1491,69,Vrouwe_Johanna_Cores_C,Frigate,1768,1,17,17680117,Sunday,-2.5,-32.37,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1492,70,Vrouwe_Johanna_Cores_C,Frigate,1768,1,18,17680118,Monday,-2.3167,-33.48,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1493,71,Vrouwe_Johanna_Cores_C,Frigate,1768,1,19,17680119,Tuesday,-1.9833,-34.78,,,,,,,1,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1494,72,Vrouwe_Johanna_Cores_C,Frigate,1768,1,20,17680120,Wednesday,-1.6,-36.32,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1495,73,Vrouwe_Johanna_Cores_C,Frigate,1768,1,21,17680121,Thursday,-1.1333,-38.11,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1496,74,Vrouwe_Johanna_Cores_C,Frigate,1768,1,22,17680122,Friday,-0.6,-39.85,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1497,75,Vrouwe_Johanna_Cores_C,Frigate,1768,1,23,17680123,Saturday,-0.3167,-41.84,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1498,76,Vrouwe_Johanna_Cores_C,Frigate,1768,1,24,17680124,Sunday,0.1167,-43.68,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1499,77,Vrouwe_Johanna_Cores_C,Frigate,1768,1,25,17680125,Monday,0.75,-45.56,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1500,78,Vrouwe_Johanna_Cores_C,Frigate,1768,1,26,17680126,Tuesday,1.8667,-46.65,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1501,79,Vrouwe_Johanna_Cores_C,Frigate,1768,1,27,17680127,Wednesday,3.2,-47.84,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1502,80,Vrouwe_Johanna_Cores_C,Frigate,1768,1,28,17680128,Thursday,4.1833,-49.79,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1503,81,Vrouwe_Johanna_Cores_C,Frigate,1768,1,29,17680129,Friday,5.4833,-52,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1504,82,Vrouwe_Johanna_Cores_C,Frigate,1768,1,30,17680130,Saturday,5.9667,-54.1333,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1505,83,Vrouwe_Johanna_Cores_C,Frigate,1768,1,31,17680131,Sunday,5.8729,-53.9484,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1506,84,Vrouwe_Johanna_Cores_C,Frigate,1768,2,1,17680201,Monday,5.9782,-55.1802,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1507,85,Vrouwe_Johanna_Cores_C,Frigate,1768,2,2,17680202,Tuesday,5.9326,-55.172,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1508,86,Vrouwe_Johanna_Cores_C,Frigate,1768,2,3,17680203,Wednesday,5.9326,-55.172,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1509,87,Vrouwe_Johanna_Cores_C,Frigate,1768,2,4,17680204,Thursday,5.8221,-55.1414,,,,219,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1246
1510,1,Vrouwe_Johanna_Cores_D,Frigate,1769,11,4,17691104,Saturday,4.8654,-2.2491,,,221,,221,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1511,2,Vrouwe_Johanna_Cores_D,Frigate,1769,11,5,17691105,Sunday,4.8397,-2.3065,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1512,3,Vrouwe_Johanna_Cores_D,Frigate,1769,11,6,17691106,Monday,4.7824,-2.2757,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1513,4,Vrouwe_Johanna_Cores_D,Frigate,1769,11,7,17691107,Tuesday,4.7598,-2.2124,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1514,5,Vrouwe_Johanna_Cores_D,Frigate,1769,11,8,17691108,Wednesday,4.72,-2.11,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1515,6,Vrouwe_Johanna_Cores_D,Frigate,1769,11,9,17691109,Thursday,4.3667,-2.7333,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1516,7,Vrouwe_Johanna_Cores_D,Frigate,1769,11,10,17691110,Friday,4.6167,-3.2667,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1517,8,Vrouwe_Johanna_Cores_D,Frigate,1769,11,11,17691111,Saturday,4.6667,-3.75,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1518,9,Vrouwe_Johanna_Cores_D,Frigate,1769,11,12,17691112,Sunday,4.4833,-3.5333,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1519,10,Vrouwe_Johanna_Cores_D,Frigate,1769,11,13,17691113,Monday,4.1333,-3.1833,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1520,11,Vrouwe_Johanna_Cores_D,Frigate,1769,11,14,17691114,Tuesday,3.8833,-2.8,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1521,12,Vrouwe_Johanna_Cores_D,Frigate,1769,11,15,17691115,Wednesday,3.8833,-3.4333,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1522,13,Vrouwe_Johanna_Cores_D,Frigate,1769,11,16,17691116,Thursday,4.0333,-3.5833,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1523,14,Vrouwe_Johanna_Cores_D,Frigate,1769,11,17,17691117,Friday,3.7167,-3.2333,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1524,15,Vrouwe_Johanna_Cores_D,Frigate,1769,11,18,17691118,Saturday,3.05,-2.9,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1525,16,Vrouwe_Johanna_Cores_D,Frigate,1769,11,19,17691119,Sunday,2.9667,-3.0667,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1526,17,Vrouwe_Johanna_Cores_D,Frigate,1769,11,20,17691120,Monday,2.8167,-3.6,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1527,18,Vrouwe_Johanna_Cores_D,Frigate,1769,11,21,17691121,Tuesday,2.6667,-3.9,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1528,19,Vrouwe_Johanna_Cores_D,Frigate,1769,11,22,17691122,Wednesday,2.5333,-3.9,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1529,20,Vrouwe_Johanna_Cores_D,Frigate,1769,11,23,17691123,Thursday,2.2,-3.6833,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1530,21,Vrouwe_Johanna_Cores_D,Frigate,1769,11,24,17691124,Friday,2.05,-4.4667,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1531,22,Vrouwe_Johanna_Cores_D,Frigate,1769,11,25,17691125,Saturday,1.9167,-4.7,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1532,23,Vrouwe_Johanna_Cores_D,Frigate,1769,11,26,17691126,Sunday,1.8833,-5.0333,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1533,24,Vrouwe_Johanna_Cores_D,Frigate,1769,11,27,17691127,Monday,1.8333,-5.8167,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1534,25,Vrouwe_Johanna_Cores_D,Frigate,1769,11,28,17691128,Tuesday,1.7333,-6.0167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1535,26,Vrouwe_Johanna_Cores_D,Frigate,1769,11,29,17691129,Wednesday,1.7333,-6.3167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1536,27,Vrouwe_Johanna_Cores_D,Frigate,1769,11,30,17691130,Thursday,1.7667,-7.2,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1537,28,Vrouwe_Johanna_Cores_D,Frigate,1769,12,1,17691201,Friday,1.6667,-8.0167,,,,,,2,,2,,,,,2,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1538,29,Vrouwe_Johanna_Cores_D,Frigate,1769,12,2,17691202,Saturday,1.5167,-8.1333,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1539,30,Vrouwe_Johanna_Cores_D,Frigate,1769,12,3,17691203,Sunday,1.6333,-9.5667,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1540,31,Vrouwe_Johanna_Cores_D,Frigate,1769,12,4,17691204,Monday,1.75,-11.2833,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1541,32,Vrouwe_Johanna_Cores_D,Frigate,1769,12,5,17691205,Tuesday,1.7167,-11.95,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1542,33,Vrouwe_Johanna_Cores_D,Frigate,1769,12,6,17691206,Wednesday,1.65,-12.6667,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1543,34,Vrouwe_Johanna_Cores_D,Frigate,1769,12,7,17691207,Thursday,1.4167,-13.5,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1544,35,Vrouwe_Johanna_Cores_D,Frigate,1769,12,8,17691208,Friday,1.0667,-14.7333,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1545,36,Vrouwe_Johanna_Cores_D,Frigate,1769,12,9,17691209,Saturday,1.4,-15.3167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1546,37,Vrouwe_Johanna_Cores_D,Frigate,1769,12,10,17691210,Sunday,1.5833,-16.17,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1547,38,Vrouwe_Johanna_Cores_D,Frigate,1769,12,11,17691211,Monday,1.4,-17.02,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1548,39,Vrouwe_Johanna_Cores_D,Frigate,1769,12,12,17691212,Tuesday,1.3,-17.7,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1549,40,Vrouwe_Johanna_Cores_D,Frigate,1769,12,13,17691213,Wednesday,1.1833,-19.27,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1550,41,Vrouwe_Johanna_Cores_D,Frigate,1769,12,14,17691214,Thursday,1.2167,-21.6,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1551,42,Vrouwe_Johanna_Cores_D,Frigate,1769,12,15,17691215,Friday,1.65,-23.82,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1552,43,Vrouwe_Johanna_Cores_D,Frigate,1769,12,16,17691216,Saturday,1.65,-26.02,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1553,44,Vrouwe_Johanna_Cores_D,Frigate,1769,12,17,17691217,Sunday,1.8333,-28.12,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1554,45,Vrouwe_Johanna_Cores_D,Frigate,1769,12,18,17691218,Monday,1.9167,-29.72,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1555,46,Vrouwe_Johanna_Cores_D,Frigate,1769,12,19,17691219,Tuesday,1.6167,-31.72,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1556,47,Vrouwe_Johanna_Cores_D,Frigate,1769,12,20,17691220,Wednesday,1.5763,-33.2831,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1557,48,Vrouwe_Johanna_Cores_D,Frigate,1769,12,21,17691221,Thursday,1.6333,-34.76,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1558,49,Vrouwe_Johanna_Cores_D,Frigate,1769,12,22,17691222,Friday,1.65,-36.76,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1559,50,Vrouwe_Johanna_Cores_D,Frigate,1769,12,23,17691223,Saturday,1.6667,-38.83,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1560,51,Vrouwe_Johanna_Cores_D,Frigate,1769,12,24,17691224,Sunday,1.752,-40.1276,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1561,52,Vrouwe_Johanna_Cores_D,Frigate,1769,12,25,17691225,Monday,1.9,-41.39,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1562,53,Vrouwe_Johanna_Cores_D,Frigate,1769,12,26,17691226,Tuesday,1.9833,-42.63,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1563,54,Vrouwe_Johanna_Cores_D,Frigate,1769,12,27,17691227,Wednesday,2.0167,-44.7,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1564,55,Vrouwe_Johanna_Cores_D,Frigate,1769,12,28,17691228,Thursday,2.0167,-46.3,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1565,56,Vrouwe_Johanna_Cores_D,Frigate,1769,12,29,17691229,Friday,3,-47.6,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1566,57,Vrouwe_Johanna_Cores_D,Frigate,1769,12,30,17691230,Saturday,3.1167,-49.77,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1567,58,Vrouwe_Johanna_Cores_D,Frigate,1769,12,31,17691231,Sunday,4.2833,-50.68,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1568,59,Vrouwe_Johanna_Cores_D,Frigate,1770,1,1,17700101,Monday,5.4333,-52.3,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1569,60,Vrouwe_Johanna_Cores_D,Frigate,1770,1,2,17700102,Tuesday,5.9029,-53.8989,,,,,,,,,1,,1,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
1570,61,Vrouwe_Johanna_Cores_D,Frigate,1770,1,3,17700103,Wednesday,5.9688,-55.1792,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1252
