ID,Days,Vessel,VesselType,Year,Month,Day,Date,DayOfWeek,Latitude,Longitude,Slaves embarked,Slaves died on coast,Slaves began MP,Slaves disembarked,Slaves alive,Slave men deaths,Slave women deaths,Total slave adult deaths,Slave boy deaths,Slave girl deaths,Total slave child deaths,Slave deaths of unkown gender and age,Total slave deaths,Slave births,Archive,Document
317,8,Mercurius,Snauw (Snow-brig),1754,7,17,17540717,Wednesday,1.9833,4.5667,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
318,9,Mercurius,Snauw (Snow-brig),1754,7,18,17540718,Thursday,1.3167,5.3667,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
319,10,Mercurius,Snauw (Snow-brig),1754,7,19,17540719,Friday,0.9,5.5333,,,,,,,,,,1,1,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
320,11,Mercurius,Snauw (Snow-brig),1754,7,20,17540720,Saturday,0.9,5.5333,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
321,12,Mercurius,Snauw (Snow-brig),1754,7,21,17540721,Sunday,0.25,5.5333,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
322,13,Mercurius,Snauw (Snow-brig),1754,7,22,17540722,Monday,0.25,5.5333,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
323,14,Mercurius,Snauw (Snow-brig),1754,7,23,17540723,Tuesday,0.25,5.5333,,,,,,,,,1,,1,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
324,15,Mercurius,Snauw (Snow-brig),1754,7,24,17540724,Wednesday,0.3584,5.533,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
325,16,Mercurius,Snauw (Snow-brig),1754,7,25,17540725,Thursday,0.45,5.5333,,,,,,,1,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
326,17,Mercurius,Snauw (Snow-brig),1754,7,26,17540726,Friday,0.5833,7.5931,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
327,18,Mercurius,Snauw (Snow-brig),1754,7,27,17540727,Saturday,-0.4167,5.7931,,,,,,1,1,2,,,,,2,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
328,19,Mercurius,Snauw (Snow-brig),1754,7,28,17540728,Sunday,-0.5,5.0764,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
329,20,Mercurius,Snauw (Snow-brig),1754,7,29,17540729,Monday,-0.5833,4.1597,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
330,21,Mercurius,Snauw (Snow-brig),1754,7,30,17540730,Tuesday,-0.7667,3.1931,,,,,,1,1,2,,,,,2,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
331,22,Mercurius,Snauw (Snow-brig),1754,7,31,17540731,Wednesday,-1.0333,2.2764,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
332,23,Mercurius,Snauw (Snow-brig),1754,8,1,17540801,Thursday,-1.3,1.3097,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
333,24,Mercurius,Snauw (Snow-brig),1754,8,2,17540802,Friday,-1.3167,0.5431,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
334,25,Mercurius,Snauw (Snow-brig),1754,8,3,17540803,Saturday,-1.6,-0.2403,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
335,26,Mercurius,Snauw (Snow-brig),1754,8,4,17540804,Sunday,-2.05,-1.6069,,,,,,,1,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
336,27,Mercurius,Snauw (Snow-brig),1754,8,5,17540805,Monday,-2.05,-3.4069,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
337,28,Mercurius,Snauw (Snow-brig),1754,8,6,17540806,Tuesday,-1.9667,-5.5569,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
338,29,Mercurius,Snauw (Snow-brig),1754,8,7,17540807,Wednesday,-1.8833,-7.5403,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
339,30,Mercurius,Snauw (Snow-brig),1754,8,8,17540808,Thursday,-1.9667,-8.3069,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
340,31,Mercurius,Snauw (Snow-brig),1754,8,9,17540809,Friday,-1.2333,-10.0903,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
341,32,Mercurius,Snauw (Snow-brig),1754,8,10,17540810,Saturday,-2.7833,-11.7736,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
342,33,Mercurius,Snauw (Snow-brig),1754,8,11,17540811,Sunday,-2.9667,-13.5236,,,,,,,1,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
343,34,Mercurius,Snauw (Snow-brig),1754,8,12,17540812,Monday,-2.5,-15.72,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
344,35,Mercurius,Snauw (Snow-brig),1754,8,13,17540813,Tuesday,-1.9167,-17.27,,,,,,,1,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
345,36,Mercurius,Snauw (Snow-brig),1754,8,14,17540814,Wednesday,-1.65,-19.32,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
346,37,Mercurius,Snauw (Snow-brig),1754,8,15,17540815,Thursday,-1.8833,-21.56,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
347,38,Mercurius,Snauw (Snow-brig),1754,8,16,17540816,Friday,-2.1833,-23.89,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
348,39,Mercurius,Snauw (Snow-brig),1754,8,17,17540817,Saturday,-2.3667,-25.96,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
349,40,Mercurius,Snauw (Snow-brig),1754,8,18,17540818,Sunday,-2.1333,-28.23,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
350,41,Mercurius,Snauw (Snow-brig),1754,8,19,17540819,Monday,-1.7333,-30.48,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
351,42,Mercurius,Snauw (Snow-brig),1754,8,20,17540820,Tuesday,-1.5333,-32.29,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
352,43,Mercurius,Snauw (Snow-brig),1754,8,21,17540821,Wednesday,-1.2333,-34.34,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
353,44,Mercurius,Snauw (Snow-brig),1754,8,22,17540822,Thursday,-1.2833,-36.12,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
354,45,Mercurius,Snauw (Snow-brig),1754,8,23,17540823,Friday,-0.9333,-37.86,,,,,,1,1,2,,,,,2,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
355,46,Mercurius,Snauw (Snow-brig),1754,8,24,17540824,Saturday,0.05,-39.68,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
356,47,Mercurius,Snauw (Snow-brig),1754,8,25,17540825,Sunday,1.2167,-41.4,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
357,48,Mercurius,Snauw (Snow-brig),1754,8,26,17540826,Monday,2.1667,-43.12,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
358,49,Mercurius,Snauw (Snow-brig),1754,8,27,17540827,Tuesday,3.0667,-44.05,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
359,50,Mercurius,Snauw (Snow-brig),1754,8,28,17540828,Wednesday,3.8,-45.37,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
360,51,Mercurius,Snauw (Snow-brig),1754,8,29,17540829,Thursday,3.6667,-47.43,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
361,52,Mercurius,Snauw (Snow-brig),1754,8,30,17540830,Friday,3.5833,-48.33,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
362,53,Mercurius,Snauw (Snow-brig),1754,8,31,17540831,Saturday,3.65,-50.28,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
363,54,Mercurius,Snauw (Snow-brig),1754,9,1,17540901,Sunday,4.7833,-50.5,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
364,55,Mercurius,Snauw (Snow-brig),1754,9,2,17540902,Monday,5.5,-52.5811,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
365,56,Mercurius,Snauw (Snow-brig),1754,9,3,17540903,Tuesday,5.739,-53.2123,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
366,57,Mercurius,Snauw (Snow-brig),1754,9,4,17540904,Wednesday,5.8706,-53.9073,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
367,58,Mercurius,Snauw (Snow-brig),1754,9,5,17540905,Thursday,6.0177,-54.3356,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
368,59,Mercurius,Snauw (Snow-brig),1754,9,6,17540906,Friday,6.1132,-54.7806,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
369,60,Mercurius,Snauw (Snow-brig),1754,9,7,17540907,Saturday,5.9224,-55.162,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
370,61,Mercurius,Snauw (Snow-brig),1754,9,8,17540908,Sunday,5.9224,-55.162,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_748
371,1,Middelburgs_Welvaren,Frigate,1757,5,25,17570525,Wednesday,4.6367,-1.3678,,,289,,289,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
372,2,Middelburgs_Welvaren,Frigate,1757,5,26,17570526,Thursday,4.7,0.9901,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
373,3,Middelburgs_Welvaren,Frigate,1757,5,27,17570527,Friday,4.2333,1.3235,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
374,4,Middelburgs_Welvaren,Frigate,1757,5,28,17570528,Saturday,4,0.7401,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
375,5,Middelburgs_Welvaren,Frigate,1757,5,29,17570529,Sunday,3.6,0.5401,,,,,,,,,1,,1,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
376,6,Middelburgs_Welvaren,Frigate,1757,5,30,17570530,Monday,3.3333,0.6735,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
377,7,Middelburgs_Welvaren,Frigate,1757,5,31,17570531,Tuesday,3.6333,0.1401,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
378,8,Middelburgs_Welvaren,Frigate,1757,6,1,17570601,Wednesday,3.6333,-0.6599,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
379,9,Middelburgs_Welvaren,Frigate,1757,6,2,17570602,Thursday,3.5167,-1.2432,,,,,,,1,1,1,,1,,2,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
380,10,Middelburgs_Welvaren,Frigate,1757,6,3,17570603,Friday,3.6,-1.0765,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
381,11,Middelburgs_Welvaren,Frigate,1757,6,4,17570604,Saturday,3.67,-0.9432,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
382,12,Middelburgs_Welvaren,Frigate,1757,6,5,17570605,Sunday,3.55,-0.7765,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
383,13,Middelburgs_Welvaren,Frigate,1757,6,6,17570606,Monday,3.5,-1.2765,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
384,14,Middelburgs_Welvaren,Frigate,1757,6,7,17570607,Tuesday,3.42,-2.2599,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
385,15,Middelburgs_Welvaren,Frigate,1757,6,8,17570608,Wednesday,3.13,-2.9932,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
386,16,Middelburgs_Welvaren,Frigate,1757,6,9,17570609,Thursday,2.8,-3.9932,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
387,17,Middelburgs_Welvaren,Frigate,1757,6,10,17570610,Friday,2.38,-4.7932,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
388,18,Middelburgs_Welvaren,Frigate,1757,6,11,17570611,Saturday,2.2833,-5.5265,,,,,,,,,,1,1,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
389,19,Middelburgs_Welvaren,Frigate,1757,6,12,17570612,Sunday,2.45,-6.1932,,,,,,,1,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
390,20,Middelburgs_Welvaren,Frigate,1757,6,13,17570613,Monday,2.3333,-6.9765,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
391,21,Middelburgs_Welvaren,Frigate,1757,6,14,17570614,Tuesday,2.2167,-7.7265,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
392,22,Middelburgs_Welvaren,Frigate,1757,6,15,17570615,Wednesday,2.0667,-8.9099,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
393,23,Middelburgs_Welvaren,Frigate,1757,6,16,17570616,Thursday,1.55,-9.8765,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
394,24,Middelburgs_Welvaren,Frigate,1757,6,17,17570617,Friday,1,-10.6932,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
395,25,Middelburgs_Welvaren,Frigate,1757,6,18,17570618,Saturday,0.5,-11.8932,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
396,26,Middelburgs_Welvaren,Frigate,1757,6,19,17570619,Sunday,-0.0333,-13.6599,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
397,27,Middelburgs_Welvaren,Frigate,1757,6,20,17570620,Monday,-0.75,-15.4932,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
398,28,Middelburgs_Welvaren,Frigate,1757,6,21,17570621,Tuesday,-0.9,-17.3599,,,,,,,1,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
399,29,Middelburgs_Welvaren,Frigate,1757,6,22,17570622,Wednesday,-1,-19.0599,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
400,30,Middelburgs_Welvaren,Frigate,1757,6,23,17570623,Thursday,-1.1667,-21.1265,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
401,31,Middelburgs_Welvaren,Frigate,1757,6,24,17570624,Friday,-1,-22.8099,,,,,,2,1,3,,,,,3,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
402,32,Middelburgs_Welvaren,Frigate,1757,6,25,17570625,Saturday,-1.3667,-24.4432,,,,,,,1,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
403,33,Middelburgs_Welvaren,Frigate,1757,6,26,17570626,Sunday,-1.08,-25.8932,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
404,34,Middelburgs_Welvaren,Frigate,1757,6,27,17570627,Monday,-0.83,-27.5099,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
405,35,Middelburgs_Welvaren,Frigate,1757,6,28,17570628,Tuesday,-0.64,-28.3265,,,,,,,,,,1,1,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
406,36,Middelburgs_Welvaren,Frigate,1757,6,29,17570629,Wednesday,0,-30.0432,,,,,,,,,1,,1,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
407,37,Middelburgs_Welvaren,Frigate,1757,6,30,17570630,Thursday,0.45,-31.7432,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
408,38,Middelburgs_Welvaren,Frigate,1757,7,1,17570701,Friday,0.86,-33.53,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
409,39,Middelburgs_Welvaren,Frigate,1757,7,2,17570702,Saturday,1.32,-35.61,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
410,40,Middelburgs_Welvaren,Frigate,1757,7,3,17570703,Sunday,2.12,-37.68,,,,,,,1,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
411,41,Middelburgs_Welvaren,Frigate,1757,7,4,17570704,Monday,3.08,-39.53,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
412,42,Middelburgs_Welvaren,Frigate,1757,7,5,17570705,Tuesday,3.4,-40.49,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
413,43,Middelburgs_Welvaren,Frigate,1757,7,6,17570706,Wednesday,3.5,-41.55,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
414,44,Middelburgs_Welvaren,Frigate,1757,7,7,17570707,Thursday,2.89,-42.82,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
415,45,Middelburgs_Welvaren,Frigate,1757,7,8,17570708,Friday,2.86,-44.65,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
416,46,Middelburgs_Welvaren,Frigate,1757,7,9,17570709,Saturday,3.26,-46.46,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
417,47,Middelburgs_Welvaren,Frigate,1757,7,10,17570710,Sunday,3,-48.14,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
418,48,Middelburgs_Welvaren,Frigate,1757,7,11,17570711,Monday,3.6,-49.26,,,,,,,1,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
419,49,Middelburgs_Welvaren,Frigate,1757,7,12,17570712,Tuesday,4.05,-50.39,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
420,50,Middelburgs_Welvaren,Frigate,1757,7,13,17570713,Wednesday,4.5,-51.12,,,,,,,1,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
421,51,Middelburgs_Welvaren,Frigate,1757,7,14,17570714,Thursday,4.85,-52.1,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
422,52,Middelburgs_Welvaren,Frigate,1757,7,15,17570715,Friday,5.5082,-52.5152,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
423,53,Middelburgs_Welvaren,Frigate,1757,7,16,17570716,Saturday,5.8155,-53.2864,,,,,,,2,2,,,,,2,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
424,54,Middelburgs_Welvaren,Frigate,1757,7,17,17570717,Sunday,5.9382,-53.9458,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
425,55,Middelburgs_Welvaren,Frigate,1757,7,18,17570718,Monday,6.0819,-54.626,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
426,56,Middelburgs_Welvaren,Frigate,1757,7,19,17570719,Tuesday,5.8896,-55.1025,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
427,57,Middelburgs_Welvaren,Frigate,1757,7,20,17570720,Wednesday,5.8896,-55.1025,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_787
428,1,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,5,28,17690528,Sunday,5.083,-1.3377,263,4,259,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
429,2,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,5,29,17690529,Monday,4.5162,-1.9006,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
430,3,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,5,30,17690530,Tuesday,4.5,-3.0236,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
431,4,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,5,31,17690531,Wednesday,4.3167,-2.6903,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
432,5,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,6,1,17690601,Thursday,4.2833,-2.2069,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
433,6,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,6,2,17690602,Friday,3.9167,-1.6569,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
434,7,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,6,3,17690603,Saturday,3.3667,-0.9903,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
435,8,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,6,4,17690604,Sunday,2.7333,-0.4069,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
436,9,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,6,5,17690605,Monday,2.3,0.2097,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
437,10,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,6,6,17690606,Tuesday,2.0833,0.9931,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
438,11,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,6,7,17690607,Wednesday,1.7167,-0.0403,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
439,12,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,6,8,17690608,Thursday,1.1333,-1.2569,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
440,13,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,6,9,17690609,Friday,1.2333,-2.3903,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
441,14,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,6,10,17690610,Saturday,1.2333,-3.4236,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
442,15,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,6,11,17690611,Sunday,1.1333,-4.4569,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
443,16,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,6,12,17690612,Monday,0.95,-5.5403,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
444,17,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,6,13,17690613,Tuesday,0.8667,-6.5236,,,,,,,1,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
445,18,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,6,14,17690614,Wednesday,0.65,-7.91,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
446,19,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,6,15,17690615,Thursday,0.61,-8.76,,,,,,,1,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
447,20,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,6,16,17690616,Friday,0.53,-9.45,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
448,21,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,6,17,17690617,Saturday,-0.08,-10.95,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
449,22,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,6,18,17690618,Sunday,-0.4,-11.74,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
450,23,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,6,19,17690619,Monday,-0.91,-13.46,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
451,24,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,6,20,17690620,Tuesday,-1.34,-14.77,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
452,25,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,6,21,17690621,Wednesday,-1.27,-16.1,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
453,26,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,6,22,17690622,Thursday,-1.31,-17.53,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
454,27,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,6,23,17690623,Friday,-1.31,-19.42,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
455,28,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,6,24,17690624,Saturday,-1.17,-21.42,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
456,29,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,6,25,17690625,Sunday,-1.2,-23.41,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
457,30,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,6,26,17690626,Monday,-1.28,-25.18,,,,,,,1,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
458,31,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,6,27,17690627,Tuesday,-1.21,-26.81,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
459,32,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,6,28,17690628,Wednesday,-1.19,-28.77,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
460,33,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,6,29,17690629,Thursday,-1.13,-30.9,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
461,34,Nieuwe_Hoop_A,Snauw (Snow-Brig),1769,6,30,17690630,Friday,-0.7,-33.03,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_837
